4 256 256 463.4209871292114
4 256 252 369.15135383605957
4 256 248 363.67130279541016
4 256 244 358.41572284698486
4 256 240 352.7960777282715
4 256 236 348.2598662376404
4 256 232 338.18531036376953
4 256 228 333.94354581832886
4 256 224 327.62449979782104
4 256 220 322.8033185005188
4 256 216 317.4593448638916
4 256 212 307.930588722229
4 256 208 310.2414608001709
4 256 204 304.88109588623047
4 256 200 298.56568574905396
4 256 196 293.1256294250488
4 256 192 284.6376895904541
4 256 188 281.2580466270447
4 256 184 274.4372487068176
4 256 180 267.8424119949341
4 256 176 261.80827617645264
4 256 172 256.94072246551514
4 256 168 249.51618909835815
4 256 164 244.57430839538574
4 256 160 237.193763256073
4 256 156 232.46365785598755
4 256 152 228.5669445991516
4 256 148 221.6508984565735
4 256 144 216.0699963569641
4 256 140 211.39955520629883
4 256 136 204.97757196426392
4 256 132 199.47052001953125
4 256 128 188.21001052856445
4 256 124 183.78335237503052
4 256 120 178.18713188171387
4 256 116 172.06549644470215
4 256 112 165.69393873214722
4 256 108 161.92752122879028
4 256 104 154.91926670074463
4 256 100 149.6267318725586
4 256 96 141.81697368621826
4 256 92 136.7087960243225
4 256 88 132.36552476882935
4 256 84 123.71420860290527
4 256 80 118.97468566894531
4 256 76 114.0560507774353
4 256 72 108.02721977233887
4 256 68 102.82641649246216
4 256 64 93.6475396156311
4 256 60 90.30294418334961
4 256 56 85.19846200942993
4 256 52 79.11133766174316
4 256 48 73.68636131286621
4 256 44 71.13581895828247
4 256 40 62.91794776916504
4 256 36 57.68156051635742
4 256 32 51.25230550765991
4 256 28 47.7139949798584
4 256 24 43.040454387664795
4 256 20 38.73860836029053
4 256 16 31.234323978424072
4 256 12 26.42989158630371
4 256 8 20.627737045288086
4 256 4 15.188932418823242
4 255 256 377.4217963218689
4 255 252 373.2224702835083
4 255 248 367.2071099281311
4 255 244 362.5199794769287
4 255 240 355.76605796813965
4 255 236 351.19563341140747
4 255 232 341.1272168159485
4 255 228 335.8979821205139
4 255 224 329.95712757110596
4 255 220 324.5443105697632
4 255 216 319.5950984954834
4 255 212 309.88144874572754
4 255 208 311.97839975357056
4 255 204 306.73903226852417
4 255 200 300.0612258911133
4 255 196 294.5047616958618
4 255 192 285.6130599975586
4 255 188 282.39381313323975
4 255 184 276.0496139526367
4 255 180 269.03635263442993
4 255 176 263.08220624923706
4 255 172 258.0377459526062
4 255 168 250.76794624328613
4 255 164 244.94481086730957
4 255 160 238.24912309646606
4 255 156 233.64531993865967
4 255 152 229.5290231704712
4 255 148 222.55271673202515
4 255 144 216.86846017837524
4 255 140 212.07892894744873
4 255 136 205.80250024795532
4 255 132 200.5210518836975
4 255 128 189.78595733642578
4 255 124 185.06962060928345
4 255 120 178.70962619781494
4 255 116 172.3538041114807
4 255 112 166.3265824317932
4 255 108 162.11336851119995
4 255 104 154.72155809402466
4 255 100 149.80673789978027
4 255 96 142.46445894241333
4 255 92 137.2971534729004
4 255 88 134.92369651794434
4 255 84 123.91805648803711
4 255 80 118.93689632415771
4 255 76 114.29935693740845
4 255 72 108.28328132629395
4 255 68 103.18338871002197
4 255 64 94.00850534439087
4 255 60 90.58034420013428
4 255 56 85.06184816360474
4 255 52 79.181969165802
4 255 48 74.15521144866943
4 255 44 71.94852828979492
4 255 40 62.697529792785645
4 255 36 60.35351753234863
4 255 32 51.53125524520874
4 255 28 48.02030324935913
4 255 24 43.88463497161865
4 255 20 37.25719451904297
4 255 16 32.005906105041504
4 255 12 28.70631217956543
4 255 8 20.83522081375122
4 255 4 15.244543552398682
4 254 256 377.57521867752075
